elbow grease,time scheme,time,scheme
elbow grease,database environment,database,environment
uphill battle,uphill battle,uphill,battle
uphill battle,certain behavior,certain,behavior
uphill battle,direct contradiction,direct,contradiction
uphill battle,fine scenery,fine,scenery
ballpark estimate,ballpark estimate,ballpark,estimate
ballpark estimate,accidental similitude,accidental,similitude
ballpark estimate,3rd vol,3rd,vol
ballpark estimate,actual wave,actual,wave
palace intrigue,palace intrigue,palace,intrigue
palace intrigue,drug dependency,drug,dependency
palace intrigue,compliance program,compliance,program
palace intrigue,cash production,cash,production
dead asleep,dead asleep,dead,asleep
dead asleep,large well,large,well
dead asleep,"1,000 fold","1,000",fold
dead asleep,year just,year,just
seat of ease,seat of ease,seat,of ease
seat of ease,contrast between performance,contrast,between performance
seat of ease,% above base,%,above base
seat of ease,acceptance by editor,acceptance,by editor
faceless bureaucrat,faceless bureaucrat,faceless,bureaucrat
faceless bureaucrat,13th circuit,13th,circuit
faceless bureaucrat,103rd section,103rd,section
faceless bureaucrat,alter'd mind,alter'd,mind
peanut gallery,peanut gallery,peanut,gallery
peanut gallery,armature periphery,armature,periphery
peanut gallery,assistance agreement,assistance,agreement
peanut gallery,air puff,air,puff
thick as thieves,thick as thieves,thick,as thieves
thick as thieves,angry with people,angry,with people
thick as thieves,interested in events,interested,in events
thick as thieves,full of adventures,full,of adventures
jump for joy,jump for joy,jump,for joy
jump for joy,cool in current,cool,in current
jump for joy,be by amount,be,by amount
jump for joy,be in concentration,be,in concentration
cheap thrill,cheap thrill,cheap,thrill
cheap thrill,10th 12th,10th,12th
cheap thrill,abrupt discontinuance,abrupt,discontinuance
cheap thrill,47th section,47th,section
rock bottom,rock bottom,rock,bottom
rock bottom,material cost,material,cost
rock bottom,community group,community,group
rock bottom,letter writer,letter,writer
private eye,private eye,private,eye
private eye,first string,first,string
private eye,immediate feedback,immediate,feedback
private eye,capillary bronchitis,capillary,bronchitis
crimson tide,crimson tide,crimson,tide
crimson tide,former production,former,production
crimson tide,cosmic egg,cosmic,egg
crimson tide,latter disorder,latter,disorder
bold as brass,bold as brass,bold,as brass
bold as brass,black as coal,black,as coal
bold as brass,black with dishonour,black,with dishonour
bold as brass,ardent in acquisition,ardent,in acquisition
common as muck,common as muck,common,as muck
common as muck,admirable than hovel,admirable,than hovel
common as muck,asham'd of exchange,asham'd,of exchange
common as muck,shipwreck'd on strand,shipwreck'd,on strand
large and in charge,large and in charge,large,and in charge
large and in charge,advanced and at time,advanced and at,time
large and in charge,full and of success,full and of,success
large and in charge,desperate and in need,desperate,and in need
hard done by,hard done by,hard,done by
hard done by,better described than,better,described than
hard done by,carefully sought for,carefully,sought for
hard done by,thus driven out,thus,driven out
clear as day,clear as day,clear,as day
clear as day,possible for number,possible,for number
clear as day,necessary in order,necessary,in order
clear as day,clear as sun,clear,as sun
fever pitch,fever pitch,fever,pitch
fever pitch,consumption function,consumption,function
fever pitch,water control,water,control
fever pitch,hip disease,hip,disease
lap of luxury,lap of luxury,lap,of luxury
lap of luxury,mile from house,mile,from house
lap of luxury,way of consolation,way,of consolation
lap of luxury,lack of communication,lack,of communication
match made in hell,match made in hell,match,made in hell
match made in hell,amount raised in year,amount,raised in year
match made in hell,angle subtended by shell,angle,subtended by shell
match made in hell,animal found in peninsula,animal,found in peninsula
figure of speech,figure of speech,figure,of speech
figure of speech,length of time,length,of time
figure of speech,source of energy,source,of energy
figure of speech,member of staff,member,of staff
yellow journalist,yellow journalist,yellow,journalist
yellow journalist,absolute quietness,absolute,quietness
yellow journalist,abrupt closing,abrupt,closing
yellow journalist,active king,active,king
old flame,old flame,old,flame
old flame,indian constitution,indian,constitution
old flame,eternal soul,eternal,soul
old flame,past tradition,past,tradition
change his mind,change his mind,change,his mind
change his mind,sign his name,sign,his name
change his mind,do his work,do,his work
change his mind,do his duty,do,his duty
swan song,swan song,swan,song
swan song,fighter pilot,fighter,pilot
swan song,railroad station,railroad,station
swan song,story teller,story,teller
party animal,party animal,party,animal
party animal,campaign speaker,campaign,speaker
party animal,checker player,checker,player
party animal,brick arch,brick,arch
perfect storm,perfect storm,perfect,storm
perfect storm,exquisite perfection,exquisite,perfection
perfect storm,evil star,evil,star
perfect storm,everlasting infamy,everlasting,infamy
in her dreams,in her dreams,in,her dreams
in her dreams,between her teeth,between,her teeth
in her dreams,for her generosities,for,her generosities
in her dreams,for he rides,for,he rides
almighty dollar,almighty dollar,almighty,dollar
almighty dollar,annotated bibliography,annotated,bibliography
almighty dollar,primary side,primary,side
almighty dollar,transmitted signal,transmitted,signal
number crunching,number crunching,number,crunching
number crunching,end side,end,side
number crunching,co present,co,present
number crunching,oil pressing,oil,pressing
place to be,place to be,place,to be
place to be,extent to influence,extent,to influence
place to be,height to rise,height,to rise
place to be,inactivity to reduce,inactivity,to reduce
snake oil,snake oil,snake,oil
snake oil,chemical principle,chemical,principle
snake oil,bismuth subcarbonate,bismuth,subcarbonate
snake oil,animal produce,animal,produce
garden variety,garden variety,garden,variety
garden variety,self financing,self,financing
garden variety,horse hair,horse,hair
garden variety,minority carrier,minority,carrier
many moons ago,many moons ago,many moons,ago
many moons ago,few years ahead,few years,ahead
many moons ago,few weeks away,few weeks,away
many moons ago,many years past,many years,past
have a pair,have a pair,have,a pair
have a pair,have both choice,have,both choice
have a pair,call this effect,call,this effect
have a pair,like all right,like,all right
gift from above,gift from above,gift,from above
gift from above,angle of nearly,angle,of nearly
gift from above,help from above,help,from above
gift from above,consistency of jelly,consistency,of jelly
balance sheet,balance sheet,balance,sheet
balance sheet,population growth,population,growth
balance sheet,setting sun,setting,sun
balance sheet,control group,control,group
cat and dog life,cat and dog life,cat and dog,life
cat and dog life,vocabulary and sentence structure,vocabulary and sentence,structure
cat and dog life,rate and growth rate,rate and growth,rate
cat and dog life,blood and nerve supply,blood and nerve,supply
feeding frenzy,feeding frenzy,feeding,frenzy
feeding frenzy,pending controversy,pending,controversy
feeding frenzy,underlying shale,underlying,shale
feeding frenzy,sacrificing priest,sacrificing,priest
knuckles down,knuckles down,knuckles,down
knuckles down,cases annually,cases,annually
knuckles down,cases apart,cases,apart
knuckles down,inches only,inches,only
number games,number games,number,games
number games,appropriation laws,appropriation,laws
number games,body proceeds,body,proceeds
number games,alternating voltages,alternating,voltages
dismal science,dismal science,dismal,science
dismal science,fiery breath,fiery,breath
dismal science,evangelical preaching,evangelical,preaching
dismal science,difficult delivery,difficult,delivery
babe magnet,babe magnet,babe,magnet
babe magnet,1596exact counterpart,1596exact,counterpart
babe magnet,acid pipe,acid,pipe
ringside seat,ringside seat,ringside,seat
ringside seat,amorphous precipitate,amorphous,precipitate
ringside seat,brown hue,brown,hue
ringside seat,grand figure,grand,figure
excess baggage,excess baggage,excess,baggage
excess baggage,easy process,easy,process
excess baggage,last purpose,last,purpose
excess baggage,prime quality,prime,quality
rush hour,rush hour,rush,hour
rush hour,chloride ion,chloride,ion
rush hour,bone mass,bone,mass
rush hour,metal tube,metal,tube
piece of crap,piece of crap,piece,of crap
piece of crap,alteration of position,alteration,of position
piece of crap,antagonist of truth,antagonist,of truth
piece of crap,case with administration,case,with administration
pillow talk,pillow talk,pillow,talk
pillow talk,air alert,air,alert
pillow talk,adult authority,adult,authority
pillow talk,acid perfusion,acid,perfusion
all ears,all ears,all,ears
all ears,both continents,both,continents
all ears,all schools,all,schools
all ears,all paces,all,paces
middle of nowhere,middle of nowhere,middle,of nowhere
middle of nowhere,bottom of well,bottom,of well
middle of nowhere,resurrection of just,resurrection,of just
middle of nowhere,return from abroad,return,from abroad
comfort station,comfort station,comfort,station
comfort station,rail steel,rail,steel
comfort station,range work,range,work
comfort station,railroad monopoly,railroad,monopoly
tough as old boots,tough as old boots,tough,as old boots
tough as old boots,dependent upon foreign nations,dependent,upon foreign nations
tough as old boots,dependent upon certain factors,dependent,upon certain factors
tough as old boots,interested in social sciences,interested,in social sciences
half wit,half wit,half,wit
half wit,fold out,fold,out
half wit,risk taking,risk,taking
half wit,out balance,out,balance
good as gold,good as gold,good,as gold
good as gold,full of sorrow,full,of sorrow
good as gold,responsible for care,responsible,for care
good as gold,important from standpoint,important,from standpoint
play by ear,play by ear,play,by ear
play by ear,send with letter,send,with letter
play by ear,be at charge,be,at charge
play by ear,warm at fire,warm,at fire
jump through hoops,jump through hoops,jump,through hoops
jump through hoops,promote in ways,promote,in ways
jump through hoops,produce on minds,produce,on minds
jump through hoops,do for students,do,for students
sure as shooting,sure as shooting,sure,as shooting
sure as shooting,especially for having,especially,for having
sure as shooting,also for being,also,for being
sure as shooting,chiefly for omitting,chiefly,for omitting
university of life,university of life,university,of life
university of life,burden of labor,burden,of labor
university of life,consultation with wife,consultation,with wife
original as sin,original as sin,original,as sin
original as sin,normal in size,normal,in size
original as sin,bold in design,bold,in design
original as sin,polished with pumice,polished,with pumice
element of surprise,element of surprise,element,of surprise
element of surprise,news of battle,news,of battle
element of surprise,rate of loss,rate,of loss
element of surprise,measure of security,measure,of security
pale in comparison,pale in comparison,pale,in comparison
pale in comparison,see in street,see,in street
pale in comparison,show at work,show,at work
pale in comparison,pray for life,pray,for life
